prefix_hex,prefix_u32_le,accx,accy,accz,gyrx,gyry,gyrz
FF-0F-EF-04,82776063,-228,15644,-2588,-42,-294,-1102
FF-0F-F0-04,82841599,-1092,16230,-1994,-42,-294,-1102
FF-0F-F1-04,82907135,-2106,16436,-1534,-32,-185,-1845
FF-0F-F2-04,82972671,-2306,16474,-1642,-32,-185,-1845
FF-0F-F3-04,83038207,-2220,16758,-2018,-12,-414,-2444
FF-0F-F4-04,83103743,-2782,18012,-2940,-12,-414,-2444
FF-0F-F5-04,83169279,-2546,20792,-2504,-100,-524,-2856
FF-0F-F6-04,83234815,-1414,19944,-2694,-100,-524,-2856
FF-0F-F7-04,83300351,-1954,21260,-1522,-493,-608,-3031
FF-0F-F8-04,83365887,666,21058,134,-493,-608,-3031
FF-0F-F9-04,83431423,1598,19644,1666,-616,-1917,-3317
FF-0F-FA-04,83496959,236,19038,886,-616,-1917,-3317
FF-0F-FB-04,83562495,1870,21984,1886,-547,-2657,-4059
FF-0F-FC-04,83628031,-5364,16982,-11610,-547,-2657,-4059
FF-0F-FD-04,83693567,-12076,19754,-5968,-583,-1469,-4258
FF-0F-FE-04,83759103,-9822,20610,-152,-583,-1469,-4258
FF-0F-FF-04,83824639,-5346,18686,1854,-652,1671,-4780
FF-0F-00-05,83890175,-2314,17374,966,-652,1671,-4780
FF-0F-01-05,83955711,1550,17134,1748,-1518,-558,-3092
FF-0F-02-05,84021247,660,13012,-2810,-1518,-558,-3092
FF-0F-03-05,84086783,2120,13166,-2570,-2772,-795,-594
FF-0F-04-05,84152319,734,11290,-5472,-2772,-795,-594
FF-0F-05-05,84217855,-142,10868,-7038,-3532,374,1958
FF-0F-06-05,84283391,-804,11026,-8868,-3532,374,1958
FF-0F-07-05,84348927,-930,11708,-10778,-3367,1864,4111
FF-0F-08-05,84414463,-906,12794,-12836,-3367,1864,4111
FF-0F-09-05,84479999,-732,14238,-15626,-2738,4174,5860
FF-0F-0A-05,84545535,-2594,15912,-13730,-2738,4174,5860
FF-0F-0B-05,84611071,-4610,18718,-13356,-2014,7082,6978
FF-0F-0C-05,84676607,-5602,21844,-14240,-2014,7082,6978
FF-0F-0D-05,84742143,-6420,23576,-14794,-2014,7082,6978
FF-0F-0E-05,84807679,-6472,25242,-14304,-1497,7846,7794
FF-0F-0F-05,84873215,-7086,25768,-12210,-1497,7846,7794
FF-0F-10-05,84938751,-8268,24134,-15778,-870,8325,7998
