prefix_hex,prefix_u32_le,accx,accy,accz,gyrx,gyry,gyrz
FF-0F-D7-03,64425983,-3212,1712,28014,-333,-240,707
FF-0F-D8-03,64491519,-258,-1998,402,-333,-240,707
FF-0F-D9-03,64557055,-4048,-4948,15602,79,8,505
FF-0F-DA-03,64622591,-502,1398,29268,79,8,505
FF-0F-DB-03,64688127,-4674,-1558,13318,-181,-76,561
FF-0F-DC-03,64753663,-4658,-2558,11998,-181,-76,561
FF-0F-DD-03,64819199,-2446,-4226,21060,85,24,420
FF-0F-DE-03,64884735,-5460,-1400,20474,85,24,420
FF-0F-DF-03,64950271,-734,4058,-3450,-255,-14,364
FF-0F-E0-03,65015807,-4510,752,-2008,-255,-14,364
FF-0F-E1-03,65081343,-7270,1760,11586,54,0,487
FF-0F-E2-03,65146879,-5728,-3064,20344,54,0,487
FF-0F-E3-03,65212415,-9978,-8750,18164,-276,-124,592
FF-0F-E4-03,65277951,-4336,2346,13514,-276,-124,592
FF-0F-E5-03,65343487,-6450,990,10642,-296,-4,648
FF-0F-E6-03,65409023,-4842,784,14670,-296,-4,648
FF-0F-E7-03,65474559,-5438,-2832,28460,-537,-206,525
FF-0F-E8-03,65540095,-4140,1702,15378,-537,-206,525
FF-0F-E9-03,65605631,-5702,-4460,19342,-1092,-323,555
FF-0F-EA-03,65671167,-10378,-1854,18232,-1092,-323,555
FF-0F-EB-03,65736703,-9064,-2546,13414,-83,-47,559
FF-0F-EC-03,65802239,-6146,-3192,14602,-83,-47,559
FF-0F-ED-03,65867775,-5662,-1416,18976,-105,-39,380
FF-0F-EE-03,65933311,-4204,-698,12816,-105,-39,380
FF-0F-EF-03,65998847,-7574,-2144,18542,-17,107,178
FF-0F-F0-03,66064383,-8290,-2760,18678,-17,107,178
FF-0F-F1-03,66129919,-5722,-1828,15998,225,51,53
FF-0F-F2-03,66195455,-3136,-458,16690,225,51,53
FF-0F-F3-03,66260991,-1360,-2024,16214,123,30,-17
FF-0F-F4-03,66326527,-510,-1282,16536,123,30,-17
FF-0F-F5-03,66392063,50,-1634,16834,123,30,-17
FF-0F-F6-03,66457599,-490,-1562,16818,12,7,-24
FF-0F-F7-03,66523135,-1180,-2112,16424,12,7,-24
FF-0F-F8-03,66588671,-1234,-2120,15944,34,19,-11
FF-0F-F9-03,66654207,-1398,-1896,16114,34,19,-11
FF-0F-FA-03,66719743,-1174,-1476,15818,234,62,-30
FF-0F-FB-03,66785279,-1430,-1086,17188,234,62,-30
FF-0F-FC-03,66850815,-1360,-760,17020,343,87,-43
FF-0F-FD-03,66916351,-1586,-846,16766,343,87,-43
FF-0F-FE-03,66981887,-1542,-1336,16694,154,45,-18
FF-0F-FF-03,67047423,-1466,-1076,16776,154,45,-18
FF-0F-00-04,67112959,-1378,-536,16734,64,18,-14
FF-0F-01-04,67178495,-1686,-298,17274,64,18,-14
FF-0F-02-04,67244031,-2706,734,18536,-148,-15,-3
FF-0F-03-04,67309567,-222,-4248,12338,-148,-15,-3
FF-0F-04-04,67375103,-502,-4212,16244,-635,-286,-17
FF-0F-05-04,67440639,-2716,-116,19652,-635,-286,-17
FF-0F-06-04,67506175,-808,164,14536,551,21,-72
FF-0F-07-04,67571711,-730,1504,16100,551,21,-72
FF-0F-08-04,67637247,-838,-1210,14056,84,-36,-25
FF-0F-09-04,67702783,-1330,-554,17028,84,-36,-25
FF-0F-0A-04,67768319,-1444,-1056,17838,-38,-14,-9
FF-0F-0B-04,67833855,-1062,-1264,16342,-38,-14,-9
FF-0F-0C-04,67899391,-1322,-1506,16356,-33,-4,-9
FF-0F-0D-04,67964927,-1338,-1514,16436,-33,-4,-9
FF-0F-0E-04,68030463,-1298,-1214,16640,-31,-9,-12
FF-0F-0F-04,68095999,-1300,-1372,16734,-31,-9,-12
