acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
4095,4095,13819,-1446,-66,16606
4095,4095,13820,-1452,-50,17004
4095,4095,13820,-1452,-50,17004
4095,4095,13821,-1506,4,16752
4095,4095,13821,-1506,4,16752
4095,4095,13822,-1446,28,16494
4095,4095,13822,-1446,28,16494
4095,4095,13823,-1526,-32,16934
4095,4095,13823,-1526,-32,16934
4095,4095,13824,-1430,-20,16668
4095,4095,13824,-1430,-20,16668
4095,4095,13825,-1456,-4,16750
4095,4095,13825,-1456,-4,16750
4095,4095,13826,-1446,-6,16552
4095,4095,13826,-1446,-6,16552
4095,4095,13827,-1498,44,16452
4095,4095,13827,-1498,44,16452
4095,4095,13828,-1484,-32,16682
4095,4095,13828,-1484,-32,16682
4095,4095,13829,-1472,-56,16890
4095,4095,13829,-1472,-56,16890
4095,4095,13830,-1478,-12,16576
4095,4095,13830,-1478,-12,16576
4095,4095,13831,-1434,-14,16740
4095,4095,13831,-1434,-14,16740
4095,4095,13832,-1492,-8,16768
4095,4095,13832,-1492,-8,16768
4095,4095,13833,-1438,6,16696
4095,4095,13833,-1438,6,16696
4095,4095,13834,-1422,6,16666
4095,4095,13834,-1422,6,16666
4095,4095,13835,-1472,-14,16746
4095,4095,13835,-1472,-14,16746
4095,4095,13836,-1460,-24,16690
4095,4095,13836,-1460,-24,16690
4095,4095,13837,-1462,-14,16690
4095,4095,13837,-1462,-14,16690
4095,4095,13838,-1482,-20,16756
4095,4095,13838,-1482,-20,16756
4095,4095,13839,-1488,-8,16730
4095,4095,13839,-1488,-8,16730
