acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
4095,4095,13840,-1488,-28,16674
4095,4095,13840,-1488,-28,16674
4095,4095,13841,-1448,-48,16818
4095,4095,13841,-1448,-48,16818
4095,4095,13842,-1456,-4,16658
4095,4095,13842,-1456,-4,16658
4095,4095,13843,-1490,-40,16640
4095,4095,13843,-1490,-40,16640
4095,4095,13844,-1480,-28,16758
4095,4095,13844,-1480,-28,16758
4095,4095,13845,-1470,-30,16582
4095,4095,13845,-1470,-30,16582
4095,4095,13846,-1424,-32,16704
4095,4095,13846,-1424,-32,16704
4095,4095,13847,-1472,-30,16774
4095,4095,13847,-1472,-30,16774
4095,4095,13848,-1480,20,16684
4095,4095,13848,-1480,20,16684
4095,4095,13849,-1412,-32,16700
4095,4095,13849,-1412,-32,16700
4095,4095,13850,-1460,-42,16756
4095,4095,13850,-1460,-42,16756
4095,4095,13851,-1508,-14,16672
4095,4095,13851,-1508,-14,16672
4095,4095,13852,-1472,-14,16640
4095,4095,13852,-1472,-14,16640
4095,4095,13853,-1446,-18,16782
4095,4095,13853,-1446,-18,16782
4095,4095,13854,-1468,-58,16664
4095,4095,13854,-1468,-58,16664
4095,4095,13855,-1462,-44,16690
4095,4095,13855,-1462,-44,16690
4095,4095,13856,-1498,-24,17168
4095,4095,13856,-1498,-24,17168
4095,4095,13857,-1516,-14,16578
4095,4095,13857,-1516,-14,16578
4095,4095,13858,-1474,0,16560
4095,4095,13858,-1474,0,16560
4095,4095,13859,-1414,-86,16788
4095,4095,13859,-1414,-86,16788
4095,4095,13860,-1480,-36,16678
4095,4095,13860,-1480,-36,16678
4095,4095,13861,-1452,-50,16696
4095,4095,13861,-1452,-50,16696
4095,4095,13862,-1500,20,16762
4095,4095,13862,-1500,20,16762
4095,4095,13863,-1488,-28,16690
4095,4095,13863,-1488,-28,16690
4095,4095,13864,-1466,-18,16492
4095,4095,13864,-1466,-18,16492
4095,4095,13865,-1498,-36,16802
4095,4095,13865,-1498,-36,16802
4095,4095,13866,-1466,-6,16794
4095,4095,13866,-1466,-6,16794
4095,4095,13867,-1472,-8,16634
4095,4095,13867,-1472,-8,16634
4095,4095,13868,-1474,-6,16754
4095,4095,13868,-1474,-6,16754
4095,4095,13869,-1428,16,16710
4095,4095,13869,-1428,16,16710
4095,4095,13870,-1448,2,16614
4095,4095,13870,-1448,2,16614
4095,4095,13871,-1446,-16,16828
4095,4095,13871,-1446,-16,16828
4095,4095,13872,-1520,-14,16694
4095,4095,13872,-1520,-14,16694
4095,4095,13873,-1488,-4,16662
4095,4095,13873,-1488,-4,16662
4095,4095,13874,-1488,-32,16762
4095,4095,13874,-1488,-32,16762
4095,4095,13875,-1456,-68,16714
4095,4095,13875,-1456,-68,16714
4095,4095,13876,-1460,-36,16638
4095,4095,13876,-1460,-36,16638
4095,4095,13877,-1478,26,16780
4095,4095,13877,-1478,26,16780
4095,4095,13878,-1458,12,16718
4095,4095,13878,-1458,12,16718
4095,4095,13879,-1472,-66,16658
4095,4095,13879,-1472,-66,16658
4095,4095,13880,-1474,-14,16766
4095,4095,13880,-1474,-14,16766
4095,4095,13881,-1456,-28,16746
4095,4095,13881,-1456,-28,16746
4095,4095,13882,-1456,-24,16668
4095,4095,13882,-1456,-24,16668
4095,4095,13883,-1458,-50,16776
4095,4095,13883,-1458,-50,16776
4095,4095,13884,-1456,-32,16786
4095,4095,13884,-1456,-32,16786
4095,4095,13885,-1450,-50,16672
4095,4095,13885,-1450,-50,16672
4095,4095,13886,-1470,-4,16750
4095,4095,13886,-1470,-4,16750
4095,4095,13887,-1462,26,16720
4095,4095,13887,-1462,26,16720
4095,4095,13888,-1500,6,16642
4095,4095,13888,-1500,6,16642
4095,4095,13889,-1406,68,14726
4095,4095,13889,-1406,68,14726
4095,4095,13890,-1532,162,16542
4095,4095,13890,-1532,162,16542
4095,4095,13891,-1520,-246,17916
4095,4095,13891,-1520,-246,17916
4095,4095,13892,-1404,76,16402
4095,4095,13892,-1404,76,16402
4095,4095,13893,-1458,-12,16282
4095,4095,13893,-1458,-12,16282
4095,4095,13894,-1466,-16,16750
4095,4095,13894,-1466,-16,16750
4095,4095,13895,-1492,44,16316
4095,4095,13895,-1492,44,16316
4095,4095,13896,-1428,-36,16880
4095,4095,13896,-1428,-36,16880
4095,4095,13897,-1460,-42,16736
4095,4095,13897,-1460,-42,16736
4095,4095,13898,-1490,0,16682
4095,4095,13898,-1490,0,16682
4095,4095,13899,-1478,30,16702
4095,4095,13899,-1478,30,16702
4095,4095,13900,-1534,-16,16602
4095,4095,13900,-1534,-16,16602
4095,4095,13901,-1448,-24,16892
4095,4095,13901,-1448,-24,16892
4095,4095,13902,-1520,-8,16740
4095,4095,13902,-1520,-8,16740
4095,4095,13903,-1436,-82,16706
4095,4095,13903,-1436,-82,16706
4095,4095,13904,-1478,0,16776
4095,4095,13904,-1478,0,16776
4095,4095,13905,-1502,-60,16716
4095,4095,13905,-1502,-60,16716
4095,4095,13906,-1418,-18,16718
4095,4095,13906,-1418,-18,16718
4095,4095,13907,-1502,-44,16692
4095,4095,13907,-1502,-44,16692
4095,4095,13908,-1452,-36,16692
4095,4095,13908,-1452,-36,16692
4095,4095,13909,-1452,-26,16640
4095,4095,13909,-1452,-26,16640
4095,4095,13910,-1462,-14,16774
4095,4095,13910,-1462,-14,16774
4095,4095,13911,-1456,-24,16774
4095,4095,13911,-1456,-24,16774
4095,4095,13912,-1470,-6,16676
4095,4095,13912,-1470,-6,16676
4095,4095,13913,-1466,20,16712
4095,4095,13913,-1466,20,16712
4095,4095,13914,-1494,-4,16702
4095,4095,13914,-1494,-4,16702
4095,4095,13915,-1448,-20,16644
4095,4095,13915,-1448,-20,16644
4095,4095,13916,-1444,-42,16678
4095,4095,13916,-1444,-42,16678
4095,4095,13917,-1500,-46,16782
4095,4095,13917,-1500,-46,16782
4095,4095,13918,-1478,-20,16676
4095,4095,13918,-1478,-20,16676
4095,4095,13919,-1510,-38,16798
4095,4095,13919,-1510,-38,16798
4095,4095,13920,-1500,-4,16738
4095,4095,13920,-1500,-4,16738
4095,4095,13921,-1448,-50,17094
4095,4095,13921,-1448,-50,17094
4095,4095,13922,-1450,-36,16846
4095,4095,13922,-1450,-36,16846
4095,4095,13923,-1468,2,16748
4095,4095,13923,-1468,2,16748
4095,4095,13924,-1500,-30,16698
4095,4095,13924,-1500,-30,16698
4095,4095,13925,-1498,-22,16764
4095,4095,13925,-1498,-22,16764
4095,4095,13926,-1488,-4,16744
4095,4095,13926,-1488,-4,16744
4095,4095,13927,-1488,-4,16732
4095,4095,13927,-1488,-4,16732
4095,4095,13928,-1440,-20,16734
4095,4095,13928,-1440,-20,16734
4095,4095,13929,-1470,-28,16712
4095,4095,13929,-1470,-28,16712
4095,4095,13930,-1452,-52,16696
4095,4095,13930,-1452,-52,16696
4095,4095,13931,-1510,-14,16700
4095,4095,13931,-1510,-14,16700
4095,4095,13932,-1460,-32,16754
4095,4095,13932,-1460,-32,16754
4095,4095,13933,-1440,-4,16626
4095,4095,13933,-1440,-4,16626
4095,4095,13934,-1470,-4,16784
4095,4095,13934,-1470,-4,16784
4095,4095,13935,-1488,-34,16694
4095,4095,13935,-1488,-34,16694
4095,4095,13936,-1450,-20,16718
4095,4095,13936,-1450,-20,16718
4095,4095,13937,-1462,-14,16726
4095,4095,13937,-1462,-14,16726
4095,4095,13938,-1492,0,16714
4095,4095,13938,-1492,0,16714
4095,4095,13939,-1444,-34,16690
4095,4095,13939,-1444,-34,16690
4095,4095,13940,-1458,2,16742
4095,4095,13940,-1458,2,16742
4095,4095,13941,-1490,-8,16710
4095,4095,13941,-1490,-8,16710
4095,4095,13942,-1470,-24,16656
4095,4095,13942,-1470,-24,16656
4095,4095,13943,-1466,-42,16706
4095,4095,13943,-1466,-42,16706
4095,4095,13944,-1458,-14,16716
4095,4095,13944,-1458,-14,16716
4095,4095,13945,-1452,-2,16680
4095,4095,13945,-1452,-2,16680
4095,4095,13946,-1486,0,16768
4095,4095,13946,-1486,0,16768
4095,4095,13947,-1472,-28,16778
4095,4095,13947,-1472,-28,16778
4095,4095,13948,-1440,-20,16690
4095,4095,13948,-1440,-20,16690
4095,4095,13949,-1498,-26,16752
4095,4095,13949,-1498,-26,16752
4095,4095,13950,-1486,-14,16768
4095,4095,13950,-1486,-14,16768
4095,4095,13951,-1472,4,16592
4095,4095,13951,-1472,4,16592
4095,4095,13952,-1484,-4,16748
4095,4095,13952,-1484,-4,16748
4095,4095,13953,-1474,10,16726
4095,4095,13953,-1474,10,16726
4095,4095,13954,-1488,-74,16670
4095,4095,13954,-1488,-74,16670
4095,4095,13955,-1492,-6,16730
4095,4095,13955,-1492,-6,16730
4095,4095,13956,-1474,-26,16738
4095,4095,13956,-1474,-26,16738
4095,4095,13957,-1472,-8,16692
4095,4095,13957,-1472,-8,16692
4095,4095,13958,-1472,-4,16822
4095,4095,13958,-1472,-4,16822
4095,4095,13959,-1484,8,16726
4095,4095,13959,-1484,8,16726
4095,4095,13960,-1458,6,16622
4095,4095,13960,-1458,6,16622
4095,4095,13961,-1470,-4,16754
4095,4095,13961,-1470,-4,16754
4095,4095,13962,-1480,10,16732
4095,4095,13962,-1480,10,16732
4095,4095,13963,-1478,-12,16636
4095,4095,13963,-1478,-12,16636
4095,4095,13964,-1478,32,16782
4095,4095,13964,-1478,32,16782
4095,4095,13965,-1438,-6,16700
4095,4095,13965,-1438,-6,16700
4095,4095,13966,-1466,-8,16692
4095,4095,13966,-1466,-8,16692
4095,4095,13967,-1488,24,16738
4095,4095,13967,-1488,24,16738
4095,4095,13968,-1424,-46,16756
4095,4095,13968,-1424,-46,16756
4095,4095,13969,-1474,-34,16680
4095,4095,13969,-1474,-34,16680
4095,4095,13970,-1488,-14,16740
4095,4095,13970,-1488,-14,16740
4095,4095,13971,-1492,-24,16718
4095,4095,13971,-1492,-24,16718
4095,4095,13972,-1472,2,16624
4095,4095,13972,-1472,2,16624
4095,4095,13973,-1458,-18,16716
4095,4095,13973,-1458,-18,16716
4095,4095,13974,-1462,-14,16726
4095,4095,13974,-1462,-14,16726
4095,4095,13975,-1490,-20,16736
4095,4095,13975,-1490,-20,16736
4095,4095,13976,-1498,-32,16710
4095,4095,13976,-1498,-32,16710
4095,4095,13977,-1482,-42,16762
4095,4095,13977,-1482,-42,16762
4095,4095,13978,-1500,-40,16720
4095,4095,13978,-1500,-40,16720
4095,4095,13979,-1450,2,16772
4095,4095,13979,-1450,2,16772
4095,4095,13980,-1414,-4,16764
4095,4095,13980,-1414,-4,16764
4095,4095,13981,-1462,-8,16632
4095,4095,13981,-1462,-8,16632
4095,4095,13982,-1444,-44,16738
4095,4095,13982,-1444,-44,16738
4095,4095,13983,-1490,-30,16782
4095,4095,13983,-1490,-30,16782
4095,4095,13984,-1474,-12,16700
4095,4095,13984,-1474,-12,16700
4095,4095,13985,-1458,-4,16716
4095,4095,13985,-1458,-4,16716
4095,4095,13986,-1492,0,16760
4095,4095,13986,-1492,0,16760
4095,4095,13987,-1452,-42,16656
4095,4095,13987,-1452,-42,16656
4095,4095,13988,-1436,-38,16728
4095,4095,13988,-1436,-38,16728
4095,4095,13989,-1472,-54,16678
4095,4095,13989,-1472,-54,16678
4095,4095,13990,-1462,-4,16590
4095,4095,13990,-1462,-4,16590
4095,4095,13991,-1458,0,16702
4095,4095,13991,-1458,0,16702
4095,4095,13992,-1462,-36,16730
4095,4095,13992,-1462,-36,16730
4095,4095,13993,-1502,-50,16710
4095,4095,13993,-1502,-50,16710
4095,4095,13994,-1458,-16,16740
4095,4095,13994,-1458,-16,16740
4095,4095,13995,-1494,-24,16754
4095,4095,13995,-1494,-24,16754
4095,4095,13996,-1490,-68,16722
4095,4095,13996,-1490,-68,16722
4095,4095,13997,-1458,-36,16766
4095,4095,13997,-1458,-36,16766
4095,4095,13998,-1518,-4,16718
4095,4095,13998,-1518,-4,16718
4095,4095,13999,-1478,-36,16632
4095,4095,13999,-1478,-36,16632
4095,4095,14000,-1452,-14,16736
4095,4095,14000,-1452,-14,16736
4095,4095,14001,-1498,-4,16734
4095,4095,14001,-1498,-4,16734
4095,4095,14002,-1482,-20,16656
4095,4095,14002,-1482,-20,16656
4095,4095,14003,-1494,2,16714
4095,4095,14003,-1494,2,16714
4095,4095,14004,-1504,30,16756
4095,4095,14004,-1504,30,16756
4095,4095,14005,-1428,-4,16718
4095,4095,14005,-1428,-4,16718
4095,4095,14006,-1488,-28,16756
4095,4095,14006,-1488,-28,16756
4095,4095,14007,-1498,-22,16744
4095,4095,14007,-1498,-22,16744
4095,4095,14008,-1478,-14,16624
4095,4095,14008,-1478,-14,16624
4095,4095,14009,-1468,-56,16764
4095,4095,14009,-1468,-56,16764
4095,4095,14010,-1498,-30,16826
4095,4095,14010,-1498,-30,16826
4095,4095,14011,-1482,18,16660
4095,4095,14011,-1482,18,16660
4095,4095,14012,-1466,-12,16778
4095,4095,14012,-1466,-12,16778
4095,4095,14013,-1510,-20,16704
4095,4095,14013,-1510,-20,16704
4095,4095,14014,-1470,-32,16678
4095,4095,14014,-1470,-32,16678
