prefix_hex,prefix_u32_le,accx,accy,accz,gyrx,gyry,gyrz
FF-0F-E1-00,14749695,-296,-2608,-15910,-24,-5,-9
FF-0F-E2-00,14815231,-276,-2652,-15932,-24,-5,-9
FF-0F-E3-00,14880767,-280,-2598,-15954,-23,-5,-10
FF-0F-E4-00,14946303,-344,-2560,-15948,-23,-5,-10
FF-0F-E5-00,15011839,-300,-2664,-15904,-23,-5,-10
FF-0F-E6-00,15077375,-328,-2622,-15888,-23,-4,-9
FF-0F-E7-00,15142911,-320,-2676,-15952,-23,-4,-9
FF-0F-E8-00,15208447,-304,-2618,-15968,-23,-4,-8
FF-0F-E9-00,15273983,-310,-2656,-15846,-23,-4,-8
FF-0F-EA-00,15339519,-292,-2644,-15914,-24,-4,-8
FF-0F-EB-00,15405055,-338,-2612,-15936,-24,-4,-8
FF-0F-EC-00,15470591,-310,-2568,-15942,-23,-5,-9
FF-0F-ED-00,15536127,-288,-2644,-15892,-23,-5,-9
FF-0F-EE-00,15601663,-286,-2628,-15876,-22,-4,-10
FF-0F-EF-00,15667199,-270,-2658,-15964,-22,-4,-10
FF-0F-F0-00,15732735,-296,-2652,-15924,-25,-5,-9
FF-0F-F1-00,15798271,-304,-2578,-15866,-25,-5,-9
FF-0F-F2-00,15863807,-318,-2634,-15890,-24,-5,-10
FF-0F-F3-00,15929343,-320,-2618,-15944,-24,-5,-10
FF-0F-F4-00,15994879,-378,-2596,-15936,-22,-5,-8
FF-0F-F5-00,16060415,-330,-2622,-15960,-22,-5,-8
FF-0F-F6-00,16125951,-296,-2682,-15918,-23,-4,-9
FF-0F-F7-00,16191487,-330,-2598,-15916,-23,-4,-9
FF-0F-F8-00,16257023,-286,-2614,-15948,-24,-6,-11
FF-0F-F9-00,16322559,-312,-2626,-15900,-24,-6,-11
FF-0F-FA-00,16388095,-318,-2564,-15910,-23,-7,-10
FF-0F-FB-00,16453631,-310,-2544,-15872,-23,-7,-10
FF-0F-FC-00,16519167,-300,-2628,-15934,-22,-7,-10
FF-0F-FD-00,16584703,-358,-2726,-15962,-22,-7,-10
FF-0F-FE-00,16650239,-324,-2516,-15828,-23,-5,-11
